Word,Replacement
distinguitur,distinguntur
distinguentur,distinguntur
distinguantur,distinguntur
admundeston,aimundeston
constructorum,constructarum
constructurum,constructarum
circumspectio,circumspectis
circumspectius,circumspectis
circumspectos,circumspector
deprehendatur,deprehenditur
concesisetis,concesistis
concepistis,concesistis
astringantur,astringentur
astringetur,astringentur
obueniente,obuenientes
postulandam,postulandum
perquisierint,perquisierit
perquisierant,perquisierunt
scartecroft,scardecroft
scarecroft,scardecroft
protestanda,protestando
midelfurlong,midelforlong
midelforlung,midelforlong
mideforlong,midleforlong
iregularitate,iregularitatem
iregularitates,iregularitatis
perturbatis,perturbatio
esburnefeld,eseburnefeld
inhabitauerunt,inhabitauerint
inhabitauerit,inhabitauerint
osmunderlaw,asmunderlaw
proponendis,proponendi
kibaldestret,kibaldestrete
expectarent,expectaret
hengtesheie,hingtesheie
fridelisham,fridelesham
brankestona,brenkestona
sentenciando,sententiando
baptizetur,baptizentur
reluctanter,reluctantes
reluctante,reluctantes
impedentes,impendentes
permitatur,permitantur
permitentur,permitetur
hereditare,hereditarie
audingeborne,audingeborn
distringamus,distringatur
sireburnia,scireburnia
scireburniam,shireburniam
franckelaine,franckeleine
detinebatur,detineatur
portauerant,portauerat
hertelebur,herteleburn
tingehirste,tinghirste
informationem,infirmationem
infirmatione,infirmationem
reficiendi,preficiendi
declarationi,declarationis
equiualentem,equiualentes
maperteshale,meperteshale
meperteshal,meperteshale
acquietantie,acquietantia
fatigationum,fatigationem
peronalium,personalium
suspendentur,suspendetur
suspendatur,suspendetur
perpetrauerat,perpetrauerit
perpetrauerint,perpetrauerat
computando,computandos
perseuerint,perseuerent
perseuerunt,perseuerent
exequtionis,exequtioni
exequutioni,exequtioni
profitebantur,profitebatur
infringendam,infringendum
infrigendum,infringendum
apropriabimus,apropriauimus
apropiauimus,apropriauimus
absoluendus,absouendus
precauentis,precauendis
quoscienscunque,quocienscunque
carnipreuium,carnipriuium
carnispriuium,carnipriuium
desiderata,desideratam
desideratum,desideratam
reciperentur,reciperetur
receperetur,reciperetur
recuperetur,recureretur
imbecilitatem,inbecilitatem
inbecilitate,inbecilitatem
hotokeshale,hotokeshal
sautmarais,sautemarais
santemarais,sautemarais
aceptationem,aceptatione
pictanciarum,pitanciarum
pitantiarum,pitanciarum
persequendi,persequendo
augmentando,augmentandi
augmentanda,augmentandam
aumentandi,augmentandi
augmentande,augmentandi
denuntiationem,renuntiationem
enuntiationem,anuntiationem
predicauerit,predicauerint
mandauerint,emendauerint
brugewater,bruggewater
bruggewauter,bruggewater
suspendamus,suspendimus
subrogando,subrogandos
excercendas,exercendas
maurianensis,maurianensi
mauriacensi,maurianensi
declinauerit,declinauerat
sequestrari,sequestrare
sequestare,sequestrare
discernamus,discernimus
consideremus,consideramus
extranuerso,extransuerso
nortmerstone,nortmerston
pronuntiando,pronuntiandi
wermundeswrt,wermundeswort
cirografariorum,cirograpariorum
pronunciare,pronunciari
obseruarentur,obseruaretur
solenitate,solemnitate
solennitate,solemnitate
solenitatem,solemnitate
condempnatos,condempnatus
frequentatur,frequentantur
frequententur,frequentantur
certificanes,certificantes
institueramus,instituerimus
institueremus,intitueremus
institerimus,instituerimus
sentenciarum,sententiarum
graueshend,graueshende
grauesende,graueshende
maidenebradelegh,maidenebradeligh
maidenebradelighe,maidenebradeligh
maidenebradelig,maidenebradelegh
confabulatione,confabulationes
ratiocinis,ratiociniis
subuersione,subuersionem
perquisitorum,perquisitarum
superhonerare,superonerare
separalibus,seperalibus
recuperase,recuperaset
transituras,transitura
satisfacturum,satisfacturam
satisfactura,satisfacturi
consignationi,consignationis
devotionibus,deuotionibus
estimabantur,estimabuntur
condempnationis,condempnationi
prouidencie,prouidencia
congaudantes,conlaudantes
colesborne,colesbourne
colesburne,colesbourne
inestimabili,inestimabilis
prestanior,prestantior
feodauerunt,feofauerunt
feofauerint,feofauerit
poringelond,poringlond
amortificatione,mortificatione
mortificationem,mortificatione
examinandis,examinandi
prestiturum,prestiturus
hadhowgate,hadhowegate
interpositum,interpositam
administretur,administrentur
resumpseritis,presumpseritis
aturnatorum,turnatorum
coruptionem,coruptione
pretendebat,pretendebant
excusionem,exclusionem
renunciaret,renunciare
eclesiasque,eclesiamque
eclesiaque,eclesiamque
donekeswile,donkeswile
ligteaminibus,linteaminibus
prouisionibus,promisionibus
scriberentur,scriberetur
aparitiones,aparitionis
heldebertus,eldebertus
potestatemque,potestateque
reuerentisimis,reuerentisimus
reuerendisimus,reuerendisimum
fidelisimus,fidelisimum
auinionensi,auinionensis
uuerpitionis,guerpitionis
calumniatoribus,calumpniatoribus
calupniatoribus,calumpniatoribus
augustidunensis,augustudunensis
augustudunensi,augustudunensis
augustodunensis,augustudunensi
corbiniaci,corbigniaci
flauiniacensi,flauigniacensi
flauiniacense,flauiniacensis
deuestituram,deuestitura
gondisaluus,gundisaluus
gundisalbus,gundisaluus
gundisaluuz,gundisaluus
calumpniaturum,calumpniatorum
calumniatorum,calumpniatorum
innumerabilia,inumerabilia
inumerabili,innumerabilia
denominaui,denominauit
calumniantibus,calumpniantibus
manumisimus,manumitimus
manumitamus,manumitimus
manumictimus,manumitimus
gubernandam,gubernanda
custodiamus,custodimus
custodiemus,custodimus
superuesturis,superuenturis
superuenturi,superuenturis
quererentur,quereretur
noncupantur,noncupatur
herenburgis,heremburgis
erenburgis,heremburgis
presbiteralis,presbiterali
presbiterale,presbiteralis
presbiterati,presbiterali
discalciatum,discalciatus
descalciatus,descalceatus
expenderint,expenderit
expenderunt,expenderant
salmurenses,salmurensis
hildeardis,hildegardis
hildegardim,hildegardis
arcebaldus,arcenbaldus
arcenbaldum,arcembaldus
arcenbaudus,arcenbaldus
arcanbaldus,arcenbaldus
castagnetum,castanetum
confluantio,conflantio
warembertus,arembertus
relinquerent,relinqueret
relinquerint,deliquerint
mariemagdalenes,mariemagdalene
marciniacensi,marciniacensis
marciniacenses,marciniacensi
marcigniacensis,marciniacensis
argentogilo,argentoilo
guerpitione,guerpitionem
uerpitione,guerpitionem
gurpitione,guerpitionem
maziacensi,mauziacensi
emendaturum,emendaturam
solempniacenses,solempniacensis
solemniacensis,solemniacensi
constantinopolitane,constantinopolitano
constantinopolitani,constantinopolitanis
impositioni,impositionis
coloniensis,boloniensis
boloniensi,boloniensis
bononiensis,boloniensis
risnelensi,risnelensis
contradicimus,contradicemus
ermentione,ermentionem
astoricensis,asturicensis
asturicensi,asturicensis
corduanarius,corduanariis
cordubenarius,cordubanarius
conuentumque,conuentusque
conuentuique,conuentusque
ingelgardis,engelgardis
trinorciensi,trenorciensi
trinorciense,trenorcienses
pituerensis,pituerensi
britoneria,britoneriam
gierimboldi,guerimboldi
castelarii,castelariis
castelaris,castelariis
terminauerint,terminauerunt
uilefrancie,uilefrance
suborirentur,suboriretur
uinziliacum,uirziliacum
sustinuerat,sustinuerit
sustinueret,sustinuerit
parociatuum,parociatum
calumniabantur,calumpniabantur
calumniabuntur,calumpniabantur
calupmniabantur,calumpniabantur
calupniabantur,calumpniabantur
guarandisam,guarandiam
montemorenci,montemorencei
montmarenci,montmorenci
reuerendisimi,reuerendisimo
reuerendisime,reuerendisimo
reuerendisima,reuerendisimo
reuerendisimis,reuerendisimo
clamaciacum,clamiciacum
clameciacum,clamiciacum
sedelocense,sedelocensem
ualentinensi,ualentianensi
ualentianensis,ualentianensi
elaborarent,laborarent
dostricourt,ostricourt
fauerniacensi,fauerniacense
auxiliatorem,auxiliatores
contrairent,contrairet
escarliensi,escarleiensi
escarleiense,escarleienses
equitationes,equitationem
equitatione,equitationem
retrofeodum,retrofeudum
contradicebat,contradicebant
regnaudinus,renaudinus
uendemiabunt,uindemiabunt
negociationem,negociationum
trincenario,tricenario
depascendis,depascendi
wastinuoisin,wastiuoisin
fortericias,fortericiam
forteliciis,fortericiis
responsores,responsorem
fontisebraldi,fontisebraudi
carnipriuio,carnipreuio
abergamento,albergamento
abergamentis,abergamenti
albergamenti,albergamento
confratriam,confratria
garentizaturos,garantizaturos
warantizaturos,garantizaturos
meleigniaci,meligniaci
esterpigni,esterpeigni
stepaniensibus,stepanensibus
fortericia,fortericiam
fortereciam,forteresciam
compleuerat,compleuerit
receptorum,preceptorum
quictatione,quitatione
uiziliacensi,uizeliacensi
uisiliacensi,uizeliacensi
anceifranci,anceiifranci
fontanetensibus,fontenetensibus
participante,participantes
participantis,participantes
corbiniacensem,corbiniacensis
guarentient,garentirent
inpignorauerunt,impignorauerunt
sigilaturum,sigilatarum
uicedominatu,uicedominatus
garandizare,garantizare
garandizaret,garantizare
garandisare,garantizare
lantoniensis,lantoniensi
superuiuenti,superuiuentis
promulgatio,promulgato
promulgatis,promulgastis
promulgando,promulgandi
promulganda,promulgandas
ialoigniaco,ialogniaco
continenetur,contineretur
postulandis,postulandi
tihernensis,tiernensis
monteleterici,monteleterico
monteleherico,monteleterici
molestauimus,molestabimus
recredentia,recredentiam
redeuentiis,redebentiis
redeuencias,redebencias
redeuentia,redeuentias
archiepiscopalem,arciepiscopalem
circunuentionis,circumuentionis
parangariis,perangariis
amortisamus,amortizamus
admortizamus,amortizamus
abrenuntiat,abrenunciat
boscogiralmi,boscogirelmi
moreigniaco,morigniaco
tidelueshide,tidolueshide
cronuchomme,cronochomme
foreweardne,forewearde
foreweardre,forewearde
wigrecestre,wirecestre
wigreceastre,wigraceastre
thornbryccge,thornbrycge
usurpartiue,usurpatiue
exertentibus,exercentibus
doddinchyrnan,doddinghyrnan
doddinghirnan,doddinghyrnan
christianitatem,cristianitatem
reuerentissimi,reuerentisimi
reuerentissimis,reuerentisimi
constituam,constitutam
ascribendum,scribendum
subscribentes,subscribente
admirabilem,admirabile
distributori,distributor
occidentalis,occidentali
pertingentes,pertinentes
pertingentem,pertinentes
conversacionis,conversationis
successerit,successerint
nefandissimis,nefandissimos
nefandissimo,nefandissimos
exaceaster,exanceaster
gleaweceastre,gleaweceasdre
gleaweceasore,gleaweceasdre
selesiensis,seolesiensis
erconuualdus,ercnuualdus
immarcessibilium,inmarcessibilium
adimpleatur,adimpletur
benediximus,benedicimus
benedicamus,benedicimus
frequentet,frequentent
conversatione,conuersatione
conversacione,conuersatione
alienigenas,alienigenis
ercebiscopes,arcebiscopes
ercebisscopes,arcebiscopes
erchebiscopes,arcebiscopes
akennednesse,acennednesse
acennednysse,acennednesse
derelinquere,derelinqueret
derelinquerent,derelinqueret
confirmacione,confirmatione
confirmacioni,confirmatione
reverentissimum,reverentissimus
cognationi,cognationis
reuerendissimo,reuerendisimo
weogernensis,weogornensis
weogornensi,weogernensis
archyepiscopus,archiepiscopus
eftergencan,eftergengan
definitione,difinitione
antecessori,antecesori
antecessor,antecesori
eastseaxonum,eastsaxonum
perscrutaui,perscrutari
tuuiccanham,tuiccanham
voluntariam,voluntaria
conduxerunt,condixerunt
reconciliari,reconciliare
perfruituro,perfruitur
famosissima,famosissimi
famosissimo,famosissimi
famosissime,famosissimi
perseveranter,perseueranter
merethornne,merethorne
uilescerent,vilescerent
cogitacionum,cogitationum
generationi,generatione
pacificauit,pacificabit
emigrationis,migrationis
impertiatur,impertiantur
consistenti,consistente
consistent,consistente
dignissimas,dignissima
congruentius,congruentibus
perscrutando,perscrutandi
consecraret,consecrare
glastingaburi,glastingburi
disponentis,disponenti
dispertitur,dispertitus
gloriosisimus,gloriosisimi
ethelwardus,ethelwerdus
subscripciones,subscripcione
subscripcionis,subscriptionis
heathoberht,hathoberht
discriminis,discrimini
emancipatum,mancipatum
circumgyratur,circumgiratur
readanhoran,readanoran
retributore,retributor
northrihtes,forthrihtes
impleuerunt,impleuerint
impleberint,impleuerint
definitionis,difinitionis
definicionis,difinitionis
possidendumque,possidendamque
fabricatores,fabricatoris
fabricatoria,fabricatoris
perficiendo,perficienda
permanenda,permanendam
permittente,permitente
bradanlege,bradanleage
recogitans,precogitans
operationum,operationem
retributori,retributor
evangelicum,euangelicum
circumpositus,circumpositis
circumpositos,circumpositis
circumpositas,circumpositis
execrabilis,exsecrabilis
uulfheardus,wulfheardus
wulfheardum,uulfheardus
condempnent,condempnet
subternotatam,subternotata
inscripcionem,inscripciones
perceperat,perceperant
rapacitatem,capacitatem
perseverant,perseverat
leecestrensis,leicestrensis
legrecestriam,legecestriam
leecestriam,legecestriam
conscribendos,conscribendo
archipontificii,archipontificis
archipontifici,archipontifice
roborandamque,roborandumque
dominatore,dominatores
festingmenn,festingmen
saluberrima,saluberrimas
saluberrimis,saluberimis
rodmeresham,rodmaresham
insurexerit,insurrexerit
circumdatos,circumdato
circumdati,circumdatis
perspexerint,perspexerunt
condonentur,condonetur
reconciliato,reconciliatio
magnitudini,magnitudinis
multiplicandi,multiplicando
erfeweardas,erfewearda
impunitate,impunitatem
namanslandhirne,namanlandhirne
vicecomitis,uicecomitis
vicecomiti,uicecomitis
cincgestune,cingestune
cassabundam,cassabunda
aisshedoune,aysshedoune
tomeworthig,tomoworthig
gehenalibus,gehennalibus
uolubilitas,volubilitas
sermocinationes,sermocinatione
sermotinationis,sermocinationis
sermocinacionis,sermocinationis
northanhumbrorum,northanhymbrorum
captionibus,cautionibus
cationibus,cautionibus
discessione,discessionem
discissionem,discusionem
discesionem,discusionem
perturbatur,perturbetur
angulsexena,angulsexna
angulseaxna,angulsexna
beorhtuulfi,beorhtulfi
monacorumque,monachorumque
celeberima,celeberrima
celeberimam,celeberrima
ereditatem,hereditatem
bereditatem,bereditate
angelcynne,angelcynnes
circumgacentia,circumiacentia
circumjacentia,circumiacentia
circumiacencia,circumiacentia
seoxslihtre,sioxslihtre
gethristlecen,gethristlece
dccclxviii,dcccclxviii
langafelda,leangafelda
diffinicionem,diffinitionem
diffinicione,difinitione
diffinicionum,diffinitionem
temptaverint,temptaverit
worldcundra,weorldcundra
suggestionis,suggestioni
narrationem,narationem
forthingie,forethingie
ethelwaldes,ethelbaldes
ethelwalde,ethelbaldes
ethelwoldes,ethelbaldes
ethelwardes,ethelweardes
incitauerant,incitauerat
angulsaxonum,angolsaxonum
angelsaxonum,angolsaxonum
contemnere,contempnere
contempneret,contempnere
eastewerdne,easteweardne
eastewyrdne,easteweardne
ethelfrith,ethelfritho
vastationem,vastatione
rescribenda,rescribendi
abstraxisse,abstraxisset
inscribentur,inscribuntur
inscribantur,inscribuntur
perigrinamur,peregrinamur
paradigmata,paradigmate
gubernamina,gubernamine
cyneuerthes,cyneferthes
cyneferthe,cyneferthes
northhalfe,northhealfe
pluralitatem,pluralitate
appellatiua,appellatiuo
derivativis,dirivativis
diriuativis,dirivativis
dccccxxxxix,dccccxxxix
decrescentes,decrescente
consignaverunt,consignauerunt
conscignauerunt,consignauerunt
apellatiuo,appellatiuo
gratuletur,gratulentur
resignatam,presignatam
presignatum,resignatum
presignata,presignatam
presignatas,resignatas
scaftesbury,shaftesbury
sheftesbury,shaftesbury
schaftesbury,shaftesbury
shaftisbury,shaftesbury
shaftesburi,shaftesbury
messehakele,massehakele
adstipulacione,adstipulatione
velocissimo,uelocissimo
jucunditatis,jocunditatis
netelintone,netelinton
netelington,netelinton
generacione,generatione
eastreweardan,easteweardan
preostantun,preostatun
concluditur,concludetur
deneceswurthe,denceswurthe
denceswyrthe,deneceswurthe
deniceswurthe,deniceswurth
dencesuurthe,deneceswurthe
representat,representet
representata,representet
necligenter,negligenter
necgligenter,negligenter
brettonumque,brittonumque
obsequiorum,obsequiolum
hrofesceastre,hrofeceastre
hroueceastre,hrofeceastre
hrofeceastere,hrofeceastre
hrofecenstre,hrofeceastre
negligentiis,negligentius
neglegentius,negligentiis
necligentius,negligentius
negligentibus,neggligentibus
evanescentium,euanescentium
pirianforda,pyrianforda
pyrianford,pyrianforda
euuangelice,euuangelica
euuangelico,euuangelio
euangelice,euuangelica
immutabilem,imutabilem
ineffabilem,ineffabile
obtemperant,obtemperans
jocunditate,iocunditate
